body	topic
"Keywords: EUROPE DIESEL/"""	N2:COMARB
"    SINGAPORE, Sept 28 (Reuters) - The Asian jet fuel cash differential rose on Thursday ahead
of peak winter demand for kerosene when refiners maximise the yield of kerosene in favour of jet
fuel, trade sources said.
    
    - JET FUEL: China Aviation Oil is seeking 105,000 tonnes of jet fuel for delivery in
November, much higher than the 25,000 tonnes it typically seeks every month, traders said.
    - OIL STOCKS: Singapore middle distillates stocks fell by 6 percent to a three-month low of
10.485 million barrels in the week to Sept. 27, data from International Enterprise showed.
<O/SING1>
    - CHINA QUOTA: China has allocated 1.644 million tonnes of oil product export quotas for the
fourth quarter to two state-owned oil majors, China National Petroleum Corp and Sinopec, a
document reviewed by Reuters showed. [nL4N1M91B2]
      The quota awards, shown in a Ministry of Commerce document, mean China's total oil product
exports for 2017 will fall to about 37.4 million tonnes, some 19 percent lower than last year. 
      The volume was well below industry expectations, and Beijing had also excluded other
refiners CNOOC and Sinochem Corp in this round of quotas. 
    - U.S. FUEL EXPORTS RECOVER: Fuel exports from the U.S. Gulf Coast have surged as refineries
recover from weeks of disruptions due to Hurricane Harvey, offering respite to buyers in Latin
America and Europe. [nL8N1M867Z]
      The gradual resumption of operations in the region that has become a major oil export hub
has prompted a drop on both sides of the Atlantic in benchmark gasoline and diesel refining
margins, which measure profit from converting crude into fuels.
    - SWISS SINGAPORE TO EXPAND: Commodity trader Swiss Singapore Overseas aims to double its
revenue over the next few years by expanding its oil and coal portfolio, and is ramping up
hiring, a senior company official told Reuters. [nL4N1M926F]
      The firm, part of the Indian multinational conglomerate Aditya Birla Group, posted a
turnover of $4.6 billion in its last financial year and is set to achieve $5 billion this year,
said Krishnan K Gupta, head of its energy team.
      Its overall target is $10 billion in the next 3 to 4 years, Gupta said on Wednesday on the
sidelines of the S&P Global Platts APPEC conference in Singapore.

    - SINGAPORE CASH DEALS: Three gasoil deals and no jet fuel trades. <O/AS>    
    
 MID-DISTILLATES                                                                        
 CASH ($/T)                 ASIA CLOSE      Change  % Change   Prev     RIC
                                                               Close    
 Spot Gas Oil 0.5%                   68.33   -0.31      -0.45    68.64  <GO-SIN>
 GO 0.5 Diff                         -1.45    0.00       0.00    -1.45  <GO-SIN-DIF>
 Spot Gas Oil 0.25%                  68.63   -0.31      -0.45    68.94  <GO25-SIN>
 GO 0.25 Diff                        -1.15    0.00       0.00    -1.15  <GO25-SIN-DIF>
 Spot Gas Oil 0.05%                  69.98   -0.30      -0.43    70.28  <GO005-SIN>
 GO 0.05 Diff                         0.20    0.00       0.00     0.20  <GO005-SIN-DIF>
 Spot Gas Oil 0.001%                 71.52   -0.14      -0.20    71.66  <GO10-SIN>
 GO 0.001 Diff                        1.74    0.17      10.83     1.57  <GO10-SIN-DIF>
 Spot Jet/Kero                       70.50   -0.32      -0.45    70.82  <JET-SIN>
 Jet/Kero Diff                        0.10    0.05     100.00     0.05  <JET-SIN-DIF>
                                                                                        
 For a list of derivatives prices, including margins, please double                     
 click the RICs below.                                                  
 Brent M1                   <BRENTSGMc1>                                                
 Gasoil M1                  <GOSGSWMc1>                                                 
 Gasoil M1/M2               <GOSGSPDMc1>                                                
 Gasoil M2                  <GOSGSWMc2>                                                 
 Regrade M1                 <JETREGSGMc1>                                               
 Regrade M2                 <JETREGSGMc2>                                               
 Jet M1                     <JETSGSWMc1>                                                
 Jet M1/M2                  <JETSGSPDMc1>                                               
 Jet M2                     <JETSGSWMc2>                                                
 Gasoil 500ppm-Dubai        <GOSGCKMc1>                                                 
 Cracks M1                                                              
 Gasoil 500ppm-Dubai        <GOSGCKMc2>                                                 
 Cracks M2                                                              
 Jet Cracks M1              <JETSGCKMc1>                                                
 Jet Cracks M2              <JETSGCKMc2>                                                
 East-West M1               <LGOAEFSMc1>                                                
 East-West M2               <LGOAEFSMc2>                                                
 LGO M1                     <LGOAMc1>                                                   
 LGO M1/M2                  <LGOASPDMc1>                                                
 LGO M2                     <LGOAMc2>                                                   
 Crack LGO-Brent M1         <LGOACKMc1>                                                 
 Crack LGO-Brent M2         <LGOACKMc2>                                                 
 
 (Reporting by Jessica Jaganathan; editing by Alexander Smith)
 ((Jessica.Jaganathan@thomsonreuters.com; +65 6870 3822; Reuters Messaging:
jessica.jaganathan.thomsonreuters.com@reuters.net))

Keywords: MARKETS DISTILLATES/ASIA"	N2:COMARB
"Keywords: ASIA OIL/APPEC USA"""	N2:COMARB
"Keywords: MARKETS DISTILLATES/ASIA"""	N2:COMARB
"    SINGAPORE, Dec 27 (Reuters) - The front-month 380-cst barge fuel oil crack moved on Thursday
to its narrowest discount to Brent crude for three weeks, despite a spike in crude oil prices
since Wednesday.
    The narrower crack reflected expectations of tighter fuel oil arbitrage volumes in January,
compared with December, trade sources said. 
    The crack discount was at minus $6.27 a barrel to Brent crude, up from minus $7 a barrel in
the previous session; and the narrowest discount since Dec. 5, Refinitiv data showed.
<HFOFARAACMc1>
    Meanwhile, Singapore fuel oil inventories slipped 3 percent to a two-week low in the week
ended Dec. 26, even though net import volumes increased and held above the 2018 weekly average,
official data showed. [nL3N1YW1O0]
    
    INVENTORIES
    - Onshore fuel oil stocks declined 613,000 barrels (about 91,000 tonnes) to 20.2 million
barrels, or 3.015 million tonnes, in the week to Dec. 26, data from Enterprise Singapore showed.
[O/SING1]
    - Higher bunker fuel demand in Singapore amid falling outright fuel oil prices may have led
to lower stock levels, trade sources said.
    - In the week to Dec. 19, Singapore fuel oil stocks hit a near seven-month high 20.813
million barrels, or 3.106 million tonnes. [nL3N1YP3GD]
    - Net fuel oil imports in the week to Wednesday came in at 975,000 tonnes, up 3 percent from
the week before, and were well above the 2018 weekly average of 802,000 tonnes.
    - However, this week's onshore fuel oil inventories were 20 percent lower than a year
earlier.
    - Net exports of fuel oil to Hong Kong topped the week ended Dec. 26 at 137,000 tonnes,
followed by the Philippines at 87,000 tonnes and Bangladesh at 60,000 tonnes.
    - The largest net imports into Singapore originated from Russia at 313,000 tonnes, followed
by Venezuela at 258,000 tonnes, Mexico at 156,000 tonnes and Cyprus at 134,000 tonnes.
    - Singapore's fuel oil imports from Venezuela in the week to Dec. 26 were at their highest
since the week to Feb. 13 when 285,000 tonnes were imported, the data showed.
        
    TENDERS
    - South Korea's EWP bought 30,000 tonnes of 540-centistoke (cst) LSFO with a maximum 0.3
percent sulphur content for delivery into Ulsan over Jan. 8-12 from Hanwha at a discount of
about $7 per tonne to the monthly average of Singapore 180-cst HSFO quotes for December on a CFR
basis.
    - The discount for EWP's latest LSFO requirement is somewhat unusual as LSFO typically
trades at a premium to HSFO since it is a cleaner burning fuel.
    - However, the monthly average of physical spot fuel oil prices published in December are
higher than the daily price as oil product markets have dropped in line with a plunge in crude
oil prices this month and that accounts for the discounted price differential, said a
Singapore-based fuel oil trader.
    - The utility last purchased LSFO cargoes in August, taking in two 40,000-tonne cargoes at
premiums of about $65 to $75 per tonne to Singapore quotes on a CFR basis.
    - Taiwanese refiner CPC has offered two catalyst fractionator bottom (CFB) cargoes totalling
up to 30,000 tonnes for export over Jan. 10-20, in a tender closed on Dec. 27 with next day
validity.
    - One of the cargoes is for 18,000 tonnes of CFB with a maximum 80-cst viscosity and a
maximum 1.3 percent sulphur content for delivery from Keelung, while the second 12,000 tonne CFB
cargo has a maximum 180-cst viscosity and a maximum 1.4 percent sulphur content and is loading
from Kaohsiung.
    - For more information, please see [FUEL/TENDA].
            
    WINDOW TRADES    
    - One cargo trade was reported in the Singapore trading window totalling 20,000 tonnes of
380-cst HSFO.
    - Mercuria bought the cargo from Shell at a $4 per tonne premium to Singapore quotes. 
    - Please click on [O/AS] for more details. 
        
    ASSESSMENTS
 FUEL OIL                                                                 
 CASH ($/T)                 ASIA CLOSE      Change  % Change  Prev Close  RIC
 Cargo - 180cst             339.17          21.73   6.85      317.44      <FO180-SIN>
 Diff - 180cst              3.36            0.20    6.33      3.16        <FO180-SIN-DIF>
 Cargo - 380cst             336.39          21.19   6.72      315.20      <FO380-SIN>
 Diff - 380cst              3.86            0.02    0.52      3.84        <FO380-SIN-DIF>
 Bunker (Ex-wharf)- 380cst  342.50          22.50   7.03      320.00      <BK380-B-SIN>
 Bunker (Ex-wharf) Premium  6.11            1.31    27.29     4.80        
                                                                          
 For a list of derivatives prices, including margins,
   please double click the RICs below.
 Brent M1                   <BRENTSGMc1>                                  
 180cst M1                  <FO180SGSWMc1>                                
 180cst M1/M2               <FO180SGSDMc1>                                
 180cst M2                  <FO180SGSWMc2>                                
 Visco M1                   <FOVISSGDFMc1>                                
 Visco M2                   <FOVISSGDFMc2>                                
 380cst M1                  <FO380SGSWMc1>                                
 380cst M1/M2               <FO380SGSDMc1>                                
 380cst M2                  <FO380SGSWMc2>                                
 Cracks 180-Dubai M1        <FO180SGCKMc1>                                
 Cracks 180-Dubai M2        <FO180SGCKMc2>                                
 East-West M1               <FOSGEWMc1>                                   
 East-West M2               <FOSGEWMc2>                                   
 Barges M1                  <HFOFARAAMc1>                                 
 Barges M1/M2               <HFOFARAASMc1>                                
 Barges M2                  <HFOFARAAMc2>                                 
 Crack Barges-Brent M1      <HFOFARAACMc1>                                
 Crack Barges-Brent M2      <HFOFARAACMc2>                                
    
    

 (Reporting by Roslan Khasawneh; Editing by Mark Potter)
 ((roslan.khasawneh@thomsonreuters.com; Reuters Messaging:
roslan.khasawneh.thomsonreuters.com@reuters.net; +65 6870 3121))"	N2:COMARB
" ((mariana.ionova@thomsonreuters.com; +44 207 542 9497;))"""	N2:COMARB
"    SINGAPORE, Dec 27 (Reuters) - Asia's cash differentials for 10ppm gasoil firmed on Thursday,
but stayed within sight of the widest discounts for this year as abundant supplies and subdued
buying interest continued to dampen market fundamentals.
    Cash discounts for gasoil with 10ppm sulphur content <GO10-SIN-DIF> were at 93 cents a
barrel to Singapore quotes on Thursday, compared with a discount of 98 cents a barrel on
Wednesday -- the widest levels since Singapore's benchmark was shifted to 10ppm gasoil in
January this year from 500ppm gasoil previously. 
    Battered by inflated stock levels in the region, cash differentials for the benchmark gasoil
grade have steadily declined since hitting this year's peak of $1.86 a barrel on Oct. 24, when
demand was stronger. 
    Middle distillate inventories in Singapore climbed 414,000 barrels to a nearly nine-month
high of 11.5 million barrels in the week to Wednesday, data from Enterprise Singapore showed on
Thursday.
    Refining margins for 10ppm gasoil <GO10SGCKMc1> dipped to $13.35 a barrel over Dubai crude
during Asian trade, from $13.92 a barrel on Wednesday.
    Diesel exports from China, which is pivotal for the overall supplies in the region, would be
higher in December compared with November, trade sources said. China exported 1.23 million
tonnes of diesel in November, down 37.5 percent year-on-year. [nB9N1YH02N]
    In order to consume the additional export quotas and for better margins amid weaker domestic
prices, China's December export volumes for diesel would be much bigger, a middle distillate
trader said.
    Last month, China released 2 million tonnes of additional fuel export quotas for this year,
taking total 2018 quotas to about 48 million tonnes. [nL4N1Y23EL]
    Cash discounts for jet fuel <JET-SIN-DIF> widened to $1.21 a barrel to Singapore quotes on
Thursday, as against a discount of $1.19 a barrel on Wednesday.
    Jet fuel refining margins <JETSGCKMc1> fell to $14.79 a barrel over Dubai crude on Thursday,
from $15.45 a barrel on Wednesday. 

     
    SINGAPORE INVENTORIES
    - Singapore onshore middle-distillate stocks rose 3.7 percent to 11.5 million barrels in the
week to Dec. 26, according to data from Enterprise Singapore released on Thursday. [O/SING1]
    - Since the start of the year Singapore middle-distillate inventories have averaged 9.6
million barrels a week, compared with a weekly average of about 12 million barrels in 2017,
Reuters calculations showed.
    - Overall, onshore middle-distillate inventories were about 46 percent higher than a year
ago.


    SINGAPORE CASH DEALS
    - No gasoil deals, no jet fuel trades.
    - For more information, please click [O/AS]       
    
    
    OTHER NEWS
    - Oil prices fell more than 1 percent on Thursday after rebounding 8 percent in the previous
session, as worries over a glut in crude supply and concerns over a faltering global economy
pressured prices even as a stock market surge offered support. [O/R]
    - Shipments of liquefied natural gas (LNG) into Northeast Asia have risen to a record in
December, mainly driven by China's continued gasification push, and as the region faces
colder-than-usual temperatures this week. [nL3N1YV223]

        
    ASSESSMENTS    
 MID-DISTILLATES                                                                            
 CASH ($/T)             ASIA CLOSE         Change   % Change    Prev Close  RIC
 Spot Gas Oil 0.5%                  62.76     3.20        5.37       59.56  <GO-SIN>
 GO 0.5 Diff                        -3.45    -0.05        1.47       -3.40  <GO-SIN-DIF>
 Spot Gas Oil 0.25%                 62.96     3.20        5.35       59.76  <GO25-SIN>
 GO 0.25 Diff                       -3.25    -0.05        1.56       -3.20  <GO25-SIN-DIF>
 Spot Gas Oil 0.05%                 63.56     3.20        5.30       60.36  <GO005-SIN>
 GO 0.05 Diff                       -2.65    -0.05        1.92       -2.60  <GO005-SIN-DIF>
 Spot Gas Oil 0.001%                65.29     3.32        5.36       61.97  <GO10-SIN>
 GO 0.001 Diff                      -0.93     0.05       -5.10       -0.98  <GO10-SIN-DIF>
 Spot Jet/Kero                      66.42     3.14        4.96       63.28  <JET-SIN>
 Jet/Kero Diff                      -1.21    -0.02        1.68       -1.19  <JET-SIN-DIF>
                                                                                            
 For a list of derivatives prices, including margins, please                                
 double click the RICs below.                                               
 Brent M1               <BRENTSGMc1>                                                        
 Gasoil M1              <GOSGSWMc1>                                                         
 Gasoil M1/M2           <GOSGSPDMc1>                                                        
 Gasoil M2              <GOSGSWMc2>                                                         
 Regrade M1             <JETREGSGMc1>                                                       
 Regrade M2             <JETREGSGMc2>                                                       
 Jet M1                 <JETSGSWMc1>                                                        
 Jet M1/M2              <JETSGSPDMc1>                                                       
 Jet M2                 <JETSGSWMc2>                                                        
 Gasoil 500ppm-Dubai    <GOSGCKMc1>                                                         
 Cracks M1                                                                  
 Gasoil 500ppm-Dubai    <GOSGCKMc2>                                                         
 Cracks M2                                                                  
 Jet Cracks M1          <JETSGCKMc1>                                                        
 Jet Cracks M2          <JETSGCKMc2>                                                        
 East-West M1           <LGOAEFSMc1>                                                        
 East-West M2           <LGOAEFSMc2>                                                        
 LGO M1                 <LGOAMc1>                                                           
 LGO M1/M2              <LGOASPDMc1>                                                        
 LGO M2                 <LGOAMc2>                                                           
 Crack LGO-Brent M1     <LGOACKMc1>                                                         
 Crack LGO-Brent M2     <LGOACKMc2>                                                         
 
 (Reporting by Koustav Samanta; Editing by Sunil Nair)
 ((koustav.samanta@thomsonreuters.com)(+65 6870 3503)(Reuters Messaging:
koustav.samanta.thomsonreuters.com@reuters.net))"	N2:COMARB
"    SINGAPORE, Dec 27 (Reuters) - 
    * South Korean state-run utility, Korea East West Power Co
(EWP),
has bought a low-sulphur fuel oil (LSFO) cargo for use as a
power generation feedstock at a discount to benchmark fuel oil
prices. 
    * EWP bought 30,000 tonnes of 540-centistoke (cst) LSFO with
a
maximum 0.3 percent sulphur content for delivery into Ulsan over
Jan. 8 to 12 from South Korea's Hanwha Corp at a discount of
about $7 per tonne to the monthly average of Singapore 180-cst
high-sulphur fuel oil (HSFO) quotes for December on a
cost-and-freight (CFR) basis, according to a source at EWP. 
    * Hanwha was not immediately available for comment. 
    * The discount for EWP's latest LSFO requirement is somewhat
unusual since LSFO typically trades at a premium to HSFO since
it is a cleaner burning fuel.
    * However, the monthly average of physical spot fuel oil
prices
published in December are higher than the daily price as oil
product markets have dropped in line with a plunge in crude oil
prices this month and that accounts for the discounted price
differential, said a Singapore-based fuel oil trader. 
    * Based on Reuters prices, the monthly average for 180-cst
HSFO
published in December was $368.59 a tonne as of Dec. 26, while
the quote for that day was $317.44 a tonne. <FO180-SIN>
    * The utility last purchased LSFO cargoes in August, taking
in two
40,000-tonne cargoes at premiums of about $65 to $75 per tonne
to Singapore quotes on a CFR basis. [FUEL/TENDA]
    * Hanwha supplied both of those cargoes. 


    

 (Reporting by Roslan Khasawneh in SINGAPORE and Jane Chung in
SEOUL;)
 ((roslan.khasawneh@thomsonreuters.com; Reuters Messaging:
roslan.khasawneh.thomsonreuters.com@reuters.net; +65 6870 3121))"	N2:COMARB
" ((mariana.ionova@thomsonreuters.com; +44 207 542 9497;))"""	N2:COMARB
"    LONDON, Dec 27 (Reuters) - North Sea Forties crude
differentials rose slightly on Thursday after three cargoes
traded, while loading programmes pointed to more plentiful
supply in February.
    
    PROGRAMMES
    * Supply of the five grades underpinning Brent will average
about 1 million barrels per day (bpd) in February, according to
trade sources citing loading programmes. 
    * That's up from January's original schedule of about
871,000 bpd. [nS8N1VK013]
    
    PLATTS WINDOW
    * Forties: three cargoes traded, pushing up the average
value to dated Brent minus $1.10 from dated minus $1.15 before
Christmas.
    * Vitol sold to Glencore a Jan. 13-15 cargo at dated minus
$1.15; Total sold to Glencore a Jan. 10-12 cargo at dated minus
$1.25 and Total sold to Gunvor a Jan. 16-18 cargo at dated minus
90 cents.    

 (Reporting by Alex Lawler; Editing by Mark Potter)
 ((alex.lawler@thomsonreuters.com; +44 207 542 4087; Reuters
Messaging: alex.lawler.reuters.com@reuters.net))
 
((NORTH SEA CRUDE OIL DIFFERENTIALS AND OUTRIGHT PRICES:
<0#BFO-DIF> <0#C-E> 
Dated BFO <BFO-> 
Brent <BFO-BRT> <BFO-E> 
Forties <BFO-FOT> <FOT-E> 
Oseberg <BFO-OSE> <OSE-E> 
Ekofisk <BFO-EKO> <EKO-E> 
Statfjord <BFO-STA> <STA->
Monthly North Sea crude loading programmes [O/LOAD]
New North Sea oilfields [NSEA/NEW] 
NORTH SEA SWAPS
<FFFP> for the latest contracts for difference.
BFO <0#BFO-> Dated BFO weekly swaps <0#BRT-CFD> 
Dated BFO front line swaps <IHEU/SWAP/BRENT>
NYMEX crude <0#CL:> 
ICE crude <0#LCO:> 
[OPEC] OPEC [NSEA] North Sea 
[CRU] crude oil [PROD] oil products 
[DRV] derivatives [PRO/E] European products 
[O/L] Latest IPE [O/N] Latest NYMEX 
<OILOIL> <NYMOIL> <IPEOIL> <OILSPD> <OILARB> 
<CRDWLD><PRODEUR> <PRODUS> <APROD> 
<ENERGY> speed guide <CRUDE/1> crude speed guide))"	N2:COMARB
" ((ayenat.mersie@thomsonreuters.com; +1 646 223 4165;))"""	N2:COMARB
"    LONDON, Dec 27 (Reuters) - Spot activity was muted due to
the Christmas holiday period but a new Nigerian grade has been
added to the February loading programme, while Nigeria's MRS
issued a sell tender. 

    * The first cargoes from Total's newly producing Nigerian
offshore
field, Egina, will load in February
    * Total, China's CNOOC and Nigeria's NNPC will each have a
cargo
of Egina in February, traders said. No offers have yet been seen
    * Angola's state oil firm Sonangol was offering two cargoes
of
Dalia at dated Brent minus 30 cents a barrel loading Feb. 17-18
and Feb. 23-24
    * Sonangol earlier sold its cargo of Saturno loading Feb.
7-8 to a
Chinese refiner
    * Nigerian oil marketing firm MRS issued a sell tender for a
cargo
of Forcados loading Feb. 14-15 and a cargo of Amenam loading
Feb. 10-11. The tender closes on Jan. 31

    
    RELATED NEWS
    * Sixteen oil and gas firms have submitted applications for
one or
more of five Ghanaian offshore blocks in the West African
country's first exploration licensing round, its energy ministry
said [nL8N1YT1VT]
    * Sinopec <600028.SS> has suspended two top officials at its
trading arm Unipec and is evaluating details related to certain
crude oil transactions that have incurred some losses, the
Chinese state oil company said on Thursday [nL3N1YW1BL]


 (Reporting by Julia Payne; editing by Jason Neely)
 ((julia.payne@thomsonreuters.com; +44 207 542 1836;))
 
((WEST AFRICA CRUDE OIL DIFFERENTIALS AND OUTRIGHT PRICES:
                    <0#BFO-DIF>  <0#C-E>
    Bonny Light     <Bon-bon>    <BON-E>
    Cabin         <BFO-CAB>    <CAB-E>
    Forcados        <BFO-FOC>    <FOE-C>
    Qua Ibo        <BFO-QUA>    <QUA-E> 
 CRUDE ARBITRAGE STORIES [O/CRUDEARB] 
 CRUDE OIL TRADES  [CRU/T] 
 NORTH SEA CRUDE REPORT [CRU/E] 
 MEDITERRANEAN CRUDE [CRU/MED] 7
 W Africa Asia crude exports, monthly  [O/WAFRICA1] 
 New African oilfields         [AFR/NEW] 
 <ENERGY> speed guide 
 <CRUDE/1> crude speed guide 
 NYMEX crude <0#CL:>           ICE crude <0#LCO:>   
 [OPEC]                [SEAN]  North Sea 
 [CRU]  crude oil           [PROD]  oil products 
 [DERV]  derivatives         [PRO/E] European products 
 [O/L]  Latest ICE          [O/N]   Latest NYMEX 
 <OILOIL>  <NYMOIL> <IPEOIL> <OIL SPD> <OILER> 
<CRAWLED><PROD EUR>))))"	N2:COMARB
"Messaging: khanh.vu.thomsonreuters.com@reuters.net))"""	N2:COMARB
"    SINGAPORE, March 12 (Reuters) - Asia's jet fuel cash premiums extended losses on Monday, falling
to a near five-week low as slowing seasonal demand weighed on bullish sentiment that boosted the jet
fuel market to multi-year highs since the start of the year, trade sources said. <JET-SIN-DIF> 
    Japanese demand for the middle distillate fuel for the remainder of March still prevalent in the
market but its imports of the fuel in April was so far seen as limited due to ample supplies and
receding winter demand, trade sources said. 
    Meanwhile, sustained buying interest for physical cargoes of 10ppm gasoil helped firm cash
differentials of the fuel to its widest premium in a month at 20 cents a barrel on Monday, up from
an 18 cents a barrel premium on Friday and a 2018 low of minus 6 cents a barrel in the previous
week. <GO10-SIN-DIF> 
    
    TENDERS 
    - India's Essar Oil sold up to 60,000 tonnes of jet fuel loading from Vadinar over April 21-25
to Unipec at a premium of about $1.50-$1.60 a barrel to Middle East quotes on an FOB basis, sources
said.
    - Essar Oil is also offering up to 60,000 tonnes of jet fuel loading from Vadinar for June 16-30
delivery in a tender closing on March 9 with same day validity, sources said.
    - For more information, please see [MDIS/TENDA].
    
    CPC OUTAGE 
    - Taiwan's government has ordered state-run refiner CPC Corp to partially suspend operations at
a refinery in the southern city of Kaohsiung, a government official told Reuters on Monday, after a
fire injured three workers. [nL3N1QU1EW]
    - CPC's Talin refinery in Kaohsiung was hit by an explosion on Saturday and part of its
production will be suspended until further review, said Chung Mon Pi, chief secretary of the city's
Labour Affairs Bureau.
    - The incident will affect daily production of about 35,000 barrels of reformate, but there will
be no shortfall in domestic supply thanks to abundant inventory, CPC Vice President Ann Bih told
Reuters by telephone.
    - CPC is aiming to resume its full production at the plant by end-March after a review by the
government, she said.
    - CPC's diesel output was hit in January after an explosion at a refinery in the northwestern
city of Taoyuan. [nL4N1PO1X1]
        
    - SINGAPORE CASH DEALS: Five gasoil deals, no jet fuel trades. [O/AS]     
 MID-DISTILLATES                                                                                    
 CASH ($/T)                ASIA CLOSE           Change     % Change      Prev Close  RIC
 Spot Gas Oil 0.5%                       75.65       1.28          1.72       74.37  <GO-SIN>
 GO 0.5 Diff                             -1.42       0.02         -1.39       -1.44  <GO-SIN-DIF>
 Spot Gas Oil 0.25%                      75.80       1.28          1.72       74.52  <GO25-SIN>
 GO 0.25 Diff                            -1.27       0.02         -1.55       -1.29  <GO25-SIN-DIF>
 Spot Gas Oil 0.05%                      76.60       1.28          1.70       75.32  <GO005-SIN>
 GO 0.05 Diff                            -0.47       0.02         -4.08       -0.49  <GO005-SIN-DIF>
 Spot Gas Oil 0.001%                     77.27       1.29          1.70       75.98  <GO10-SIN>
 GO 0.001 Diff                            0.20       0.02         11.11        0.18  <GO10-SIN-DIF>
 Spot Jet/Kero                           77.59       0.63          0.82       76.96  <JET-SIN>
 Jet/Kero Diff                            0.78      -0.29        -27.10        1.07  <JET-SIN-DIF>
                                                                                                    
 For a list of derivatives prices, including margins, please double click the RICs                  
 below.                                                                              
 Brent M1                  <BRENTSGMc1>                                                             
 Gasoil M1                 <GOSGSWMc1>                                                              
 Gasoil M1/M2              <GOSGSPDMc1>                                                             
 Gasoil M2                 <GOSGSWMc2>                                                              
 Regrade M1                <JETREGSGMc1>                                                            
 Regrade M2                <JETREGSGMc2>                                                            
 Jet M1                    <JETSGSWMc1>                                                             
 Jet M1/M2                 <JETSGSPDMc1>                                                            
 Jet M2                    <JETSGSWMc2>                                                             
 Gasoil 500ppm-Dubai       <GOSGCKMc1>                                                              
 Cracks M1                                                                           
 Gasoil 500ppm-Dubai       <GOSGCKMc2>                                                              
 Cracks M2                                                                           
 Jet Cracks M1             <JETSGCKMc1>                                                             
 Jet Cracks M2             <JETSGCKMc2>                                                             
 East-West M1              <LGOAEFSMc1>                                                             
 East-West M2              <LGOAEFSMc2>                                                             
 LGO M1                    <LGOAMc1>                                                                
 LGO M1/M2                 <LGOASPDMc1>                                                             
 LGO M2                    <LGOAMc2>                                                                
 Crack LGO-Brent M1        <LGOACKMc1>                                                              
 Crack LGO-Brent M2        <LGOACKMc2>                                                              
    
    

 (Reporting by Roslan Khasawneh, editing by Louise Heavens)
 ((roslan.khasawneh@thomsonreuters.com)(Reuters Messaging:
roslan.khasawneh.thomsonreuters.com@reuters.net)(+65 6870 3121))"	N2:COMARB
"    LONDON, March 12 (Reuters) - Gasoline refining margins
recovered on Monday as trading liquidity in the barge market hit
an all time high. 
    * A big selloff in winter specification gasoline prices
boosted
demand. Liquidity hit an all-time high of 66,000 tonnes.
    * Total was the main seller with BP a main buyer.  
    * Spain's Petronor said it was restarting a 46,000
barrel-per-day
(bpd) gasoline-making fluid catalytic cracking unit at its
220,000 bpd Bilbao oil refinery in northern Spain following
maintenance. [REF/OUT]
    * The unit was shut on March 1.
    * Exxon shut a gasoline-making fluid catalytic cracker at
its
175,000 bpd Augusta oil refinery in Italy after a fire on March
3, a spokeswoman said. [nL5N1QQ4MU]

    GASOLINE
    * Gunvor sold a barge of eurobob gasoline to Vitol at $566 a
tonne
fob ARA, compared with $568 a tonne on Friday. 
    * Elsewhere, 66,000 tonnes on gasoline barges traded at
$571-$580
a tonne fob ARA, compared with $555-$596 a tonne fob on Friday. 
    * Litasco, Total, Vitol and Gunvor sold to Hartree, Statoil,
Shell
and BP. 
    * Statoil sold a barge each of premium unleaded gasoline to
Total
and Essar at $610 and $612 a tonne fob ARA, respectively. 
    * The April swap stood at $6300 a tonne fob ARA, down from
$638 a
tonne. 
    * The benchmark EBOB gasoline refining margin rose to $3.42
a
barrel from $1.67. 
    * Brent crude futures <LCOc1> were down 76 cents a barrel at
$64.73 a barrel by 1725 GMT.
    * U.S. front-month RBOB gasoline futures <RBc1> were down
0.7
percent at $1.8902 a gallon. 
    * The U.S. gasoline crack <RBc1-CLc1> was up by 2 percent to
$18.30 a barrel. 

    NAPHTHA <NAF-C-NWE>
    * No cargoes traded.


 (Reporting by Ahmad Ghaddar
Editing by Edmund Blair)
 ((Ahmad.Ghaddar@thomsonreuters.com; +442075424435; Reuters
Messaging: ahmad.ghaddar.thomsonreuters.com@reuters.net))"	N2:COMARB
